institute code,institute_name,place,district_code,co_education,college_type,branch_code,branch_name,OC_BOYS,OC_GIRLS,BC_A_BOYS,BC_A_GIRLS,BC_B_BOYS,BC_B_GIRLS,BC_C_BOYS,BC_C_GIRLS,BC_D_BOYS,BC_D_GIRLS,BC_E_BOYS,BC_E_GIRLS,SC_I_BOYS,SC_I_GIRLS,SC_II_BOYS,SC_II_GIRLS,SC_III_BOYS,SC_III_GIRLS,ST_BOYS,ST_GIRLS,EWS_BOYS,EWS_GIRLS,affiliated_to
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),NARSAMPET,WGL,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,90651,90651,133696,133696,130699,130699,111501,111501,109520,111489,131698,131698,139009,139009,150627,151079,147031,147031,150419,150419,128156,128156,JNTUH
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),NARSAMPET,WGL,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,78169,91597,78169,109036,134873,134874,78169,91597,132828,132828,78169,91597,146674,146674,150136,150136,144173,144173,148278,148278,78169,91597,JNTUH
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),NARSAMPET,WGL,COED,PVT,MEC,MECHANICAL ENGINEERING,146414,146414,146414,146414,146414,146414,146414,146414,146414,146414,146414,146414,146414,146414,146414,146414,146414,146414,146414,146414,146414,146414,JNTUH
BOMA,BOMMA INST OF TECHNOLOGY AND SCI,KHAMMAM,KHM,COED,PVT,CIV,CIVIL ENGINEERING,99388,128836,99388,128836,99388,128836,99388,128836,99388,128836,99388,128836,99388,128836,99388,128836,99388,128836,99388,128836,99388,128836,JNTUH
BOMA,BOMMA INST OF TECHNOLOGY AND SCI,KHAMMAM,KHM,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,102608,117616,150712,150712,150959,150959,102608,117616,134255,134255,102608,117616,144415,144415,151367,151367,140228,142485,147907,149702,122093,122093,JNTUH
BOMA,BOMMA INST OF TECHNOLOGY AND SCI,KHAMMAM,KHM,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),103675,103675,144705,144705,103675,128793,103675,103675,119299,124218,120649,120649,103675,103675,143397,143397,146087,146087,150557,150557,103675,103675,JNTUH
BOMA,BOMMA INST OF TECHNOLOGY AND SCI,KHAMMAM,KHM,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,112142,112142,151535,151535,123751,149297,112142,112142,112142,112142,112142,149311,144370,144370,149813,149813,136483,136483,151133,151133,112142,112142,JNTUH
BOMA,BOMMA INST OF TECHNOLOGY AND SCI,KHAMMAM,KHM,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,135972,135972,141739,148763,135972,149802,135972,135972,144047,144047,135972,135972,135972,135972,139238,146767,135972,147526,149373,149373,135972,135972,JNTUH
BOSE,ANU BOSE INSTT OF TECHNOLOGY FOR WOMENS,PALONCHA,KGM,GIRLS,PVT,CIV,CIVIL ENGINEERING,NA,106676,NA,142030,NA,143736,NA,129029,NA,144714,NA,145133,NA,137614,NA,142008,NA,140155,NA,143493,NA,106676,JNTUH
BOSE,ANU BOSE INSTT OF TECHNOLOGY FOR WOMENS,PALONCHA,KGM,GIRLS,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),NA,124465,NA,146141,NA,147511,NA,124465,NA,148427,NA,148782,NA,124465,NA,146888,NA,151315,NA,145967,NA,124465,JNTUH
BOSE,ANU BOSE INSTT OF TECHNOLOGY FOR WOMENS,PALONCHA,KGM,GIRLS,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,97954,NA,134235,NA,139653,NA,141039,NA,142900,NA,143520,NA,130824,NA,142505,NA,145518,NA,126365,NA,97954,JNTUH
BOSE,ANU BOSE INSTT OF TECHNOLOGY FOR WOMENS,PALONCHA,KGM,GIRLS,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),NA,114742,NA,150056,NA,151220,NA,151238,NA,151337,NA,151498,NA,149618,NA,149614,NA,151039,NA,148986,NA,122972,JNTUH
BOSE,ANU BOSE INSTT OF TECHNOLOGY FOR WOMENS,PALONCHA,KGM,GIRLS,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,102552,NA,128250,NA,136153,NA,102552,NA,121452,NA,137382,NA,150775,NA,139981,NA,136019,NA,136045,NA,102552,JNTUH
BOSE,ANU BOSE INSTT OF TECHNOLOGY FOR WOMENS,PALONCHA,KGM,GIRLS,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,NA,94766,NA,131229,NA,127333,NA,124100,NA,122571,NA,126498,NA,94766,NA,122305,NA,137836,NA,112791,NA,94766,JNTUH
BREW,BHOJREDDY ENGINEERING COLLEGE FOR WOMEN,SAIDABAD,HYD,GIRLS,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,12298,NA,28770,NA,18149,NA,12298,NA,19223,NA,25022,NA,44003,NA,47961,NA,39208,NA,62922,NA,14958,JNTUH
BREW,BHOJREDDY ENGINEERING COLLEGE FOR WOMEN,SAIDABAD,HYD,GIRLS,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),NA,12976,NA,29588,NA,19217,NA,42072,NA,19262,NA,12976,NA,12976,NA,50569,NA,50496,NA,64732,NA,14869,JNTUH
BREW,BHOJREDDY ENGINEERING COLLEGE FOR WOMEN,SAIDABAD,HYD,GIRLS,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,23035,NA,43997,NA,28483,NA,27852,NA,26832,NA,67458,NA,58413,NA,109266,NA,73055,NA,98332,NA,26872,JNTUH
BREW,BHOJREDDY ENGINEERING COLLEGE FOR WOMEN,SAIDABAD,HYD,GIRLS,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,NA,43967,NA,96694,NA,60761,NA,43967,NA,49686,NA,99274,NA,43967,NA,140966,NA,100687,NA,139384,NA,63565,JNTUH
BREW,BHOJREDDY ENGINEERING COLLEGE FOR WOMEN,SAIDABAD,HYD,GIRLS,PVT,INF,INFORMATION TECHNOLOGY,NA,18846,NA,37566,NA,26870,NA,23789,NA,23655,NA,41712,NA,101408,NA,87810,NA,55222,NA,112571,NA,21113,JNTUH
BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS (AUTONOMOUS),HAYATHNAGAR,RR,COED,PVT,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,72118,72118,106787,126623,85936,93341,81375,95625,90219,94143,114239,114239,72118,95192,142536,142536,136249,136249,142108,143318,102526,102526,JNTUH
BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS (AUTONOMOUS),HAYATHNAGAR,RR,COED,PVT,CIV,CIVIL ENGINEERING,73784,73784,132854,132854,129544,129544,73784,73784,109173,109173,73784,73784,73784,73784,146017,148863,137917,137917,149265,151249,128928,128928,JNTUH
BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS (AUTONOMOUS),HAYATHNAGAR,RR,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),81579,81579,132896,132896,97163,97163,81579,81579,92839,93616,131947,131947,81579,81579,142422,142422,136288,138255,143100,151032,103911,103911,JNTUH
BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS (AUTONOMOUS),HAYATHNAGAR,RR,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,75524,76294,124003,132350,92162,92162,77652,77652,88588,88588,127041,127041,75524,76294,141903,141903,135069,135069,141594,146220,101428,101428,JNTUH
BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS (AUTONOMOUS),HAYATHNAGAR,RR,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),78356,78356,129911,135182,91808,93356,80170,80170,90682,93023,125296,125296,140981,140981,138781,138781,135700,135700,139941,149849,102290,102290,JNTUH
BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS (AUTONOMOUS),HAYATHNAGAR,RR,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,90535,90535,102405,102405,101377,104184,90535,90535,99354,99354,90535,99223,90535,90535,143967,145044,136073,136073,147794,150244,106643,106643,JNTUH
BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS (AUTONOMOUS),HAYATHNAGAR,RR,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,74678,74678,134238,134238,113143,117099,74678,74678,108515,108515,117664,117664,74678,146691,140128,140363,74678,140831,142128,142128,126202,126202,JNTUH
BRIG,BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS (AUTONOMOUS),HAYATHNAGAR,RR,COED,PVT,MEC,MECHANICAL ENGINEERING,91868,91868,91868,91868,130108,130108,131984,131984,132568,132568,91868,91868,91868,91868,151286,151286,150647,150647,151548,151548,91868,91868,JNTUH
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY (AUTONOMOUS),HAYATHNAGAR,RR,COED,PVT,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,76004,76004,90036,94607,98549,99324,76004,76004,88811,90309,126690,126690,76004,76004,142641,142641,76004,140096,142991,149745,101547,101547,JNTUH
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY (AUTONOMOUS),HAYATHNAGAR,RR,COED,PVT,CIV,CIVIL ENGINEERING,94351,96044,126193,135079,134186,134186,94351,110552,114492,120682,127091,133061,146514,146514,145404,147542,142064,145594,147578,147578,129120,129120,JNTUH
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY (AUTONOMOUS),HAYATHNAGAR,RR,COED,PVT,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),79151,79151,123455,123455,97261,100036,79151,79151,91854,96873,131084,131084,79151,79151,142211,145318,136921,139103,143567,149011,102332,102332,JNTUH
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY (AUTONOMOUS),HAYATHNAGAR,RR,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),81269,81269,135238,135238,97619,97619,81269,81269,89961,95314,117294,117294,81269,81269,143155,143155,134295,138236,143416,146539,100934,102177,JNTUH
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY (AUTONOMOUS),HAYATHNAGAR,RR,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,71568,71568,128340,129744,89490,89490,76061,81787,85063,85063,109393,132076,149310,149310,140009,140009,132310,136885,142772,142772,101837,101837,JNTUH
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY (AUTONOMOUS),HAYATHNAGAR,RR,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),70343,78892,119057,125198,91536,91536,70343,78892,77933,90139,124310,130509,70343,142868,138422,138422,120361,120361,135918,136873,99723,99723,JNTUH
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY (AUTONOMOUS),HAYATHNAGAR,RR,COED,PVT,CSW,COMPUTER ENGINEERING(SOFTWARE ENGINEERING),93268,93268,112773,112773,112260,112260,102407,102407,100000,106257,102454,103441,100187,100187,144376,145328,137434,137749,147035,149129,112929,112929,JNTUH
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY (AUTONOMOUS),HAYATHNAGAR,RR,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,76281,76281,104706,109838,99495,101898,96515,96515,94835,94835,103377,103377,76281,76281,129391,141361,140566,141454,148392,148464,106825,111591,JNTUH
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY (AUTONOMOUS),HAYATHNAGAR,RR,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,66746,66746,121649,121649,121616,121616,66746,66746,102754,102754,66746,115670,66746,66746,143612,145377,137856,143507,125334,137200,118155,118155,JNTUH
BRIL,BRILLIANT INSTT OF ENGG AND TECHNOLOGY (AUTONOMOUS),HAYATHNAGAR,RR,COED,PVT,MEC,MECHANICAL ENGINEERING,87364,87364,87364,128334,129820,144393,115236,115236,116738,148517,87364,148318,133663,133663,147402,147402,143980,143980,151180,151180,122334,122334,JNTUH
BSKR,BHASKAR ENGINEERING COLLEGE,YENKAPALLY,RR,COED,PVT,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,64623,67643,131748,131748,94101,94101,64623,67643,84883,86448,124889,124889,64623,67643,141106,144500,133149,137484,146373,146837,87113,87113,JNTUH
BSKR,BHASKAR ENGINEERING COLLEGE,YENKAPALLY,RR,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,56039,56039,123653,123653,80182,80182,56039,56039,67915,76084,101291,101291,56039,56039,141525,143662,106284,106284,136513,149290,76672,76672,JNTUH
BSKR,BHASKAR ENGINEERING COLLEGE,YENKAPALLY,RR,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),62642,62642,135017,135017,86151,91910,62642,62642,74937,74937,80222,132001,62642,62642,142087,142184,135617,135617,144412,146312,86740,86740,JNTUH
BSKR,BHASKAR ENGINEERING COLLEGE,YENKAPALLY,RR,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,63690,63690,126632,126632,90154,90154,63690,63690,67266,78513,131516,131516,63690,63690,63690,63690,137969,137969,128396,151385,105927,105927,JNTUH
BSKR,BHASKAR ENGINEERING COLLEGE,YENKAPALLY,RR,COED,PVT,INF,INFORMATION TECHNOLOGY,42467,54490,128000,128000,48681,92529,42467,54490,42467,78745,42467,54490,146413,146413,145714,145714,129847,129847,148226,148226,84302,94483,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,7900,8608,22732,22732,11292,11735,33771,33771,10310,10310,20799,28583,69903,69903,42530,42530,23747,29994,35711,51244,8532,8784,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,BME,BIO-MEDICAL ENGINEERING,46791,46791,66597,66597,65436,65436,46791,46791,68562,68562,66852,129948,46791,46791,141839,141839,46791,101700,111535,138445,68802,68802,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,CHE,CHEMICAL ENGINEERING,34286,36481,88209,126798,54168,54168,56922,56922,55301,55301,82100,87799,34286,36481,135504,135504,94355,94355,106294,106294,39338,57267,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,CIV,CIVIL ENGINEERING,33806,39632,60030,66678,54912,66429,33806,39632,47282,49179,70043,70043,33806,107622,92871,92871,58489,103863,79001,79001,40028,42809,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,CSB,COMPUTER SCIENCE AND BUSINESS SYSTEM,8733,8733,21949,24242,11880,11880,8733,89051,10864,12954,8733,30926,8733,8733,41881,48376,24411,24411,46846,54114,8962,10185,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),7477,7867,21130,21130,9789,11039,27716,27716,9788,11054,20545,27903,56742,56742,40971,41311,23981,26370,41171,49786,8074,8413,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,6208,7150,19762,20077,8928,10013,26435,26435,9161,9531,19420,24066,61123,124172,39026,39467,21263,25513,37318,46352,7110,7945,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),6641,7599,19410,19818,9148,10332,6641,31161,9378,9829,14049,25034,6641,141447,38310,38310,21076,21076,38365,47647,7345,8069,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,10579,11806,28120,28365,15163,15163,36197,36197,15342,15342,28851,28851,38565,140425,45556,65092,29402,37303,46540,61939,12680,13343,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,17010,20165,51810,52154,21255,35041,17010,20165,23359,26785,17010,20165,17010,20165,54739,59074,30405,37564,36762,69538,20346,25236,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,MEC,MECHANICAL ENGINEERING,25862,35457,71318,116966,50381,75248,25862,35457,33253,60962,78806,78806,25862,35457,107719,111154,63079,76765,77268,140496,32210,42917,JNTUH
BVRI,B V RAJU INSTITUTE OF TECHNOLOGY,NARSAPUR,MED,COED,PVT,PHE,PHARMACEUTICAL ENGINEERING,50536,61684,119612,119612,63975,78187,50536,61684,59631,61684,124183,124183,145246,145246,142658,142658,139505,139505,133968,133968,70057,70057,JNTUH
BVRW,BVRIT COLLEGE OF ENGINEERING FOR WOMEN (AUTONOMOUS),BACHUPALLY,MDL,GIRLS,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,7483,NA,19041,NA,11175,NA,48727,NA,11162,NA,24022,NA,92253,NA,39009,NA,26332,NA,46094,NA,8729,JNTUH
BVRW,BVRIT COLLEGE OF ENGINEERING FOR WOMEN (AUTONOMOUS),BACHUPALLY,MDL,GIRLS,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),NA,7468,NA,19362,NA,8521,NA,32139,NA,9491,NA,18019,NA,89923,NA,35756,NA,19734,NA,45707,NA,8228,JNTUH
BVRW,BVRIT COLLEGE OF ENGINEERING FOR WOMEN (AUTONOMOUS),BACHUPALLY,MDL,GIRLS,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,10882,NA,30145,NA,14297,NA,35439,NA,14458,NA,35927,NA,62646,NA,61799,NA,35626,NA,57848,NA,13509,JNTUH
BVRW,BVRIT COLLEGE OF ENGINEERING FOR WOMEN (AUTONOMOUS),BACHUPALLY,MDL,GIRLS,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,NA,23332,NA,49612,NA,35097,NA,23332,NA,37406,NA,120973,NA,23332,NA,89851,NA,58551,NA,95571,NA,32080,JNTUH
CASR,COLLEGE OF AGRICULTURAL ENGG,SANGAREDDY,SRD,COED,UNIV,AGR,AGRICULTURAL ENGINEERING,53564,53564,101930,101930,83963,87114,66050,66050,64866,98882,53564,88344,110775,110775,137180,137180,53564,86835,130690,130690,77603,80447,PJTAU
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,2135,2471,6460,7039,2712,3659,7250,7250,2900,3854,4534,7788,22630,22630,10949,15952,6108,10318,11437,13345,2401,2897,OU
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,BIO,BIO-TECHNOLOGY,26454,26454,75903,85870,47560,47560,26454,26454,39659,39659,51714,92019,26454,26454,109613,109613,43007,57552,104804,104804,44042,44042,OU
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,CHE,CHEMICAL ENGINEERING,20480,24965,28637,97351,35883,35883,33485,33485,31995,35513,20480,69315,39136,39136,82592,82592,57786,57786,59409,59409,33929,33929,OU
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,CIC,CSE (IoT AND CYBER SECURITY INCLUDING BLOCK CHAIN TECHNOLOGY),2321,2871,6201,6201,3286,3286,2321,2871,3173,4108,4449,4449,2321,2871,11853,16889,7196,12865,14578,14578,2614,3164,OU
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,CIV,CIVIL ENGINEERING,18762,18762,38989,43635,25430,29274,18762,73809,26659,26933,35113,35113,18762,147979,50635,74000,36363,36363,38191,38191,27821,34853,OU
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,1201,1591,3390,5517,1718,2360,4033,4033,1605,2837,2542,4758,14488,14488,7596,10735,5204,8578,9029,12346,1669,2047,OU
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),1522,1851,4194,5397,2362,2551,1522,1851,2030,2953,2856,3281,1522,1851,9291,12038,5556,7813,8365,12027,1810,2161,OU
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,3474,4227,8630,13458,5380,6166,9385,9385,5347,7037,11234,15034,26741,26741,13534,15414,10666,15019,19160,19327,5506,5506,OU
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,8670,9988,29331,35182,10915,16628,17670,17670,15133,16216,24123,24123,64383,64383,32289,32289,18082,21138,21925,28515,12158,13312,OU
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,EVL,ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY),4483,6015,18524,18524,8823,9676,4483,6015,6790,13981,29613,29613,4483,103523,45065,69872,14482,22820,21590,69804,6316,6593,OU
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,INF,INFORMATION TECHNOLOGY,3007,3339,11847,12761,4146,4778,11335,17355,4727,5017,5542,11940,23273,23273,19684,21715,10829,13153,16182,23526,3728,3825,OU
CBIT,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,MEC,MECHANICAL ENGINEERING,14331,19828,41326,59800,20606,29786,59029,59029,22237,36292,29892,60685,14331,19828,67827,67827,29719,29719,40514,75368,21095,29647,OU
CDTK,COLLEGE OF DAIRY TECHNOLOGY,KAMAREDDY,KMR,COED,UNIV,DRG,DAIRYING,61178,61178,107556,107556,86189,86189,61178,61178,85662,85662,119334,119334,61178,61178,113856,147568,61178,61178,94854,139138,69381,77684,PVNRTVU
CFSR,COLLEGE OF FOOD SCIENCE AND TECHNOLOGY,RUDRUR,NZB,COED,GOV,FDT,FOOD TECHNOLOGY,64297,64297,64297,107727,75436,75436,64297,64297,116613,116613,64297,113031,64297,64297,64297,145517,106053,106053,147360,147360,94498,94498,PJTAU
CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RR,COED,PVT,CIV,CIVIL ENGINEERING,89578,89578,123172,123172,93556,132020,145507,145507,128795,128795,89578,89578,141272,141272,109926,118254,89578,147157,150868,150868,89578,131177,JNTUH
CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RR,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),64153,64153,96538,96538,95737,99558,64153,64153,84552,85817,75375,82783,64153,64153,141678,141678,137974,139507,145712,146297,103303,103303,JNTUH
CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RR,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,57780,57780,117822,120378,87841,87841,57780,72733,81798,84351,91857,121387,57780,137606,139745,139745,116929,134860,137671,140042,96298,96298,JNTUH
CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RR,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),71603,71603,129592,129592,92690,92690,71603,71603,87894,87894,90515,90515,71603,71603,140581,140581,137521,137521,144539,149637,98320,98320,JNTUH
CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RR,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,36087,36087,100119,124303,95213,95213,36087,36087,55689,71145,36087,119890,36087,36087,142947,142947,139635,142088,144401,149648,111721,111721,JNTUH
CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RR,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,97810,97810,112644,112644,107975,107975,115813,115813,107221,107438,131458,131458,143661,143661,142620,143010,140393,145554,143802,143802,122046,122046,JNTUH
CHET,SRI CHAITANYA TECHNICAL CAMPUS,IBRAHIMPATAN,RR,COED,PVT,MEC,MECHANICAL ENGINEERING,92217,124322,150208,151144,100809,150803,92217,124322,150504,150504,92217,124322,92217,124322,149937,150077,142976,142976,149752,149890,106530,124322,JNTUH
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KRM,COED,PVT,CIV,CIVIL ENGINEERING,109384,109384,109384,109384,109384,109384,109384,109384,109384,109384,109384,109384,109384,109384,139549,142941,109384,109384,109384,143113,109384,109384,JNTUH
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KRM,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,84376,84376,131433,131433,117652,117652,120616,120616,117623,117623,131442,131442,90893,140681,150316,151117,150318,150318,150726,150726,135092,135092,JNTUH
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KRM,COED,PVT,CSG,COMPUTER SCIENCE & DESIGN,88031,88031,112001,133039,132698,132698,88031,88031,132312,132312,133278,133278,88031,88031,151340,151340,133962,133962,147437,147437,88031,88031,JNTUH
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KRM,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,81981,81981,132088,132088,116055,116055,81981,81981,113115,113115,105817,105817,81981,81981,146536,151773,121308,145350,127969,128232,104776,127659,JNTUH
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KRM,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,106650,106650,106650,112728,117232,132986,106650,106650,129865,134795,121054,121054,106650,106650,138268,138268,141629,141629,122827,122827,106650,106650,JNTUH
CHTN,SREE CHAITANYA COLLEGE OF ENGINEERING,KARIMNAGAR,KRM,COED,PVT,MEC,MECHANICAL ENGINEERING,127137,130558,127137,130558,127137,130558,127137,130558,143522,143522,127137,130558,127137,130558,127137,130558,136221,136221,127137,130558,127137,130558,JNTUH
CHTS,SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,KARIMNAGAR,KRM,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,89335,89335,135093,135093,134944,134944,89335,123073,125507,125507,116179,116179,127056,127056,146862,148452,140409,141949,137759,139250,133355,133355,JNTUH
